name,gender
ANNABAL,F
ANNABEL,F
ANNABELA,F
ANNABELL,F
ANNABELLA,F
ANNABELLE,F
ANNADIANA,F
ANNADIANE,F
ANNALEE,F
ANNALENA,F
ANNALIESE,F
ANNALISA,F
ANNALISE,F
ANNALYSE,F
ANNAMARI,F
ANNAMARIA,F
ANNAMARIE,F
ANNE,F
ANNE-CORINNE,F
ANNE-MAR,F
ANNE-MARIE,F
ANNECORINNE,F
ANNELIESE,F
ANNELISE,F
ANNEMARIE,F
ANNETTA,F
ANNETTE,F
ANNI,F
ANNICE,F
ANNIE,F
ANNISSA,F
ANNMARIA,F
ANNMARIE,F
ANNNORA,F
ANNORA,F
ANNY,F
ANSELMA,F
ANSLEY,F
ANSTICE,F
ANTHE,F
ANTHEA,F
ANTHIA,F
ANTOINETTE,F
ANTONELLA,F
ANTONETTA,F
ANTONIA,F
ANTONIE,F
ANTONIETTA,F
ANTONINA,F
ANYA,F
APHRODITE,F
APPOLONIA,F
APRIL,F
APRILETTE,F
ARA,F
ARABEL,F
ARABELA,F
ARABELE,F
ARABELLA,F
ARABELLE,F
ARDA,F
ARDATH,F
ARDEEN,F
ARDELIA,F
ARDELIS,F
ARDELLA,F
ARDELLE,F
ARDEN,F
ARDENE,F
ARDENIA,F
ARDINE,F
ARDIS,F
ARDITH,F
ARDRA,F
ARDYCE,F
ARDYS,F
ARDYTH,F
ARETHA,F
ARIADNE,F
ARIANA,F
ARIANNE,F
ARIDATHA,F
ARIEL,F
ARIELA,F
ARIELLA,F
ARIELLE,F
ARLANA,F
ARLEE,F
ARLEEN,F
ARLEN,F
ARLENA,F
ARLENE,F
ARLETA,F
ARLETTE,F
ARLEYNE,F
ARLIE,F
ARLIENE,F
ARLINA,F
ARLINDA,F
ARLINE,F
ARLY,F
ARLYN,F
ARLYNE,F
ARYN,F
ASHELY,F
ASHLEE,F
ASHLEIGH,F
ASHLEN,F
ASHLEY,F
ASHLI,F
ASHLIE,F
ASHLY,F
ASIA,F
ASTRA,F
ASTRID,F
ASTRIX,F
ATALANTA,F
ATHENA,F
ATHENE,F
ATLANTA,F
ATLANTE,F
AUBERTA,F
AUBINE,F
AUBREE,F
AUBRETTE,F
AUBREY,F
AUBRIE,F
AUBRY,F
AUDI,F
AUDIE,F
AUDRA,F
AUDRE,F
AUDREY,F
AUDRIE,F
AUDRY,F
AUDRYE,F
AUDY,F
AUGUSTA,F
AUGUSTE,F
AUGUSTINA,F
AUGUSTINE,F
AURA,F
AUREA,F
AUREL,F
AURELEA,F
AURELIA,F
AURELIE,F
AURIA,F
AURIE,F
AURILIA,F
AURLIE,F
AUROORA,F
AURORA,F
AURORE,F
AUSTIN,F
AUSTINA,F
AUSTINE,F
AVA,F
AVELINE,F
AVERIL,F
AVERYL,F
AVIE,F
AVIS,F
AVIVA,F
AVIVAH,F
AVRIL,F
AVRIT,F
AYN,F
BAB,F
BABARA,F
BABETTE,F
BABITA,F
BABS,F
BAMBI,F
BAMBIE,F
BAMBY,F
BARB,F
BARBABRA,F
BARBARA,F
BARBARA-ANNE,F
BARBARAANNE,F
BARBE,F
BARBEE,F
BARBETTE,F
BARBEY,F
BARBI,F
BARBIE,F
BARBRA,F
BARBY,F
BARI,F
BARRIE,F
BARRY,F
BASIA,F
BATHSHEBA,F
BATSHEVA,F
BEA,F
BEATRICE,F
BEATRISA,F
BEATRIX,F
BEATRIZ,F
BEAU,F
BEBE,F
BECCA,F
BECKA,F
BECKI,F
BECKIE,F
BECKY,F
BEE,F
BEILUL,F
BEITRIS,F
BEKKI,F
BEL,F
BELIA,F
BELICIA,F
BELINDA,F
BELITA,F
BELL,F
BELLA,F
BELLAMY,F
BELLANCA,F
BELLE,F
BELLINA,F
BELVA,F
BELVIA,F
BENDITE,F
BENEDETTA,F
BENEDICTA,F
BENEDIKTA,F
BENETTA,F
BENITA,F
BENNI,F
BENNIE,F
BENNY,F
BENOITE,F
BERENICE,F
BERET,F
BERGET,F
BERNA,F
BERNADENE,F
BERNADETTE,F
BERNADINA,F
BERNADINE,F
BERNARDINA,F
BERNARDINE,F
BERNELLE,F
BERNETE,F
BERNETTA,F
BERNETTE,F
BERNI,F
BERNICE,F
BERNIE,F
BERNITA,F
BERNY,F
BERRI,F
BERRIE,F
BERRY,F
BERT,F
BERTA,F
BERTE,F
BERTHA,F
BERTHE,F
BERTI,F
BERTIE,F
BERTINA,F
BERTINE,F
BERTY,F
BERYL,F
BERYLE,F
BESS,F
BESSIE,F
BESSY,F
BETH,F
BETHANNE,F
BETHANY,F
BETHENA,F
BETHINA,F
BETSEY,F
BETSY,F
BETTA,F
BETTE,F
BETTE-ANN,F
BETTEANN,F
BETTEANNE,F
BETTI,F
BETTIE,F
BETTINA,F
BETTINE,F
BETTY,F
BETTYE,F
BEULAH,F
BEV,F
BEVERIE,F
BEVERLEE,F
BEVERLIE,F
BEVERLY,F
BEVVY,F
BIANCA,F
BIANKA,F
BIDDY,F
BIDGET,F
BILL,F
BILLI,F
BILLIE,F
BILLY,F
BINNI,F
BINNIE,F
BINNY,F
BIRD,F
BIRDIE,F
BIRGIT,F
BIRGITTA,F
BLAIR,F
BLAIRE,F
BLAKE,F
BLAKELEE,F
BLAKELEY,F
BLANCA,F
BLANCH,F
BLANCHA,F
BLANCHE,F
BLINNI,F
BLINNIE,F
BLINNY,F
BLISS,F
BLISSE,F
BLITHE,F
BLONDELL,F
BLONDELLE,F
BLONDIE,F
BLONDY,F
BLYTHE,F
BO,F
BOBBETTE,F
BOBBI,F
BOBBIE,F
BOBBY,F
BOBETTE,F
BOBINA,F
BOBINE,F
BOBINETTE,F
BONITA,F
BONNEE,F
BONNI,F
BONNIE,F
BONNY,F
BRANA,F
BRANDAIS,F
BRANDE,F
BRANDEA,F
BRANDI,F
BRANDICE,F
BRANDIE,F
BRANDISE,F
BRANDY,F
BREA,F
BREANNE,F
BREAR,F
BREE,F
BREENA,F
BREN,F
BRENA,F
BRENDA,F
BRENN,F
BRENNA,F
BRETT,F
BRIA,F
BRIANA,F
BRIANNA,F
BRIANNE,F
BRIDE,F
BRIDGET,F
BRIDGETT,F
BRIDGETTE,F
BRIDIE,F
BRIER,F
BRIETTA,F
BRIGID,F
BRIGIDA,F
BRIGIT,F
BRIGITTA,F
BRIGITTE,F
BRINA,F
BRINEY,F
BRINY,F
BRIT,F
BRITA,F
BRITANEY,F
BRITANI,F
BRITENY,F
BRITNEY,F
BRITNI,F
BRITT,F
BRITTA,F
BRITTAN,F
BRITTANY,F
BRITTE,F
BRITTNEY,F
BROOK,F
BROOKE,F
BROOKS,F
BRUNELLA,F
BRUNHILDA,F
BRUNHILDE,F
BRYANA,F
BRYN,F
BRYNA,F
BRYNN,F
BRYNNA,F
BRYNNE,F
BUFFY,F
BUNNI,F
BUNNIE,F
BUNNY,F
BURTA,F
CABRINA,F
CACILIA,F
CACILIE,F
CAITLIN,F
CAITRIN,F
CAL,F
CALIDA,F
CALLA,F
CALLEY,F
CALLI,F
CALLIDA,F
CALLIE,F
CALLY,F
CALYPSO,F
CAM,F
CAMALA,F
CAMEL,F
CAMELLA,F
CAMELLIA,F
CAMEO,F
CAMI,F
CAMILA,F
CAMILE,F
CAMILLA,F
CAMILLE,F
CAMMI,F
CAMMIE,F
CAMMY,F
CANADA,F
CANDACE,F
CANDI,F
CANDICE,F
CANDIDA,F
CANDIDE,F
CANDIE,F
CANDIS,F
CANDRA,F
CANDY,F
CAPPELLA,F
CAPRICE,F
CARA,F
CARALIE,F
CAREN,F
CARENA,F
CARESA,F
CARESSA,F
CARESSE,F
CAREY,F
CARI,F
CARIA,F
CARIE,F
CARIL,F
CARILYN,F
CARIN,F
CARINA,F
CARINE,F
CARIOTTA,F
CARISSA,F
CARITA,F
CARITTA,F
CARLA,F
CARLEE,F
CARLEEN,F
CARLEN,F
CARLENA,F
CARLENE,F
CARLEY,F
CARLI,F
CARLIE,F
CARLIN,F
CARLINA,F
CARLINE,F
CARLISLE,F
CARLITA,F
CARLOTA,F
CARLOTTA,F
CARLY,F
CARLYE,F
CARLYN,F
CARLYNN,F
CARLYNNE,F
CARMA,F
CARMEL,F
CARMELA,F
CARMELIA,F
CARMELINA,F
CARMELITA,F
CARMELLA,F
CARMELLE,F
CARMEN,F
CARMINA,F
CARMINE,F
CARMITA,F
CARMON,F
CARO,F
CAROL,F
CAROL-JEAN,F
CAROLA,F
CAROLAN,F
CAROLANN,F
CAROLE,F
CAROLEE,F
CAROLEEN,F
CAROLIE,F
CAROLIN,F
CAROLINA,F
CAROLINE,F
CAROLJEAN,F
CAROLYN,F
CAROLYNE,F
CAROLYNN,F
CARON,F
CARREE,F
CARRI,F
CARRIE,F
CARRISSA,F
CARROL,F
CARROLL,F
CARRY,F
CARY,F
CARYL,F
CARYN,F
CASANDRA,F
CASEY,F
CASI,F
CASIA,F
CASIE,F
CASS,F
CASSANDRA,F
CASSANDRE,F
CASSANDRY,F
CASSAUNDRA,F
CASSEY,F
CASSI,F
CASSIE,F
CASSONDRA,F
CASSY,F
CAT,F
CATARINA,F
CATE,F
CATERINA,F
CATHA,F
CATHARINA,F
CATHARINE,F
CATHE,F
CATHEE,F
CATHERIN,F
CATHERINA,F
CATHERINE,F
CATHI,F
CATHIE,F
CATHLEEN,F
CATHLENE,F
CATHRIN,F
CATHRINE,F
CATHRYN,F
CATHY,F
CATHYLEEN,F
CATI,F
CATIE,F
CATINA,F
CATLAINA,F
CATLEE,F
CATLIN,F
CATRINA,F
CATRIONA,F
CATY,F
CAYLA,F
CECELIA,F
CECIL,F
CECILE,F
CECILEY,F
CECILIA,F
CECILLA,F
CECILY,F
CEIL,F
CELE,F
CELENE,F
CELESTA,F
CELESTE,F
CELESTIA,F
CELESTINA,F
CELESTINE,F
CELESTYN,F
CELESTYNA,F
CELIA,F
CELIE,F
CELINA,F
CELINDA,F
CELINE,F
CELINKA,F
CELISSE,F
CELLE,F
CESYA,F
CHAD,F
CHANDA,F
CHANDAL,F
CHANDRA,F
CHANNA,F
CHANTAL,F
CHANTALLE,F
CHARIL,F
CHARIN,F
CHARIS,F
CHARISSA,F
CHARISSE,F
CHARITA,F
CHARITY,F
CHARLA,F
CHARLEAN,F
CHARLEEN,F
CHARLENA,F
CHARLENE,F
CHARLINE,F
CHARLOT,F
CHARLOTT,F
CHARLOTTA,F
CHARLOTTE,F
CHARMAIN,F
CHARMAINE,F
CHARMANE,F
CHARMIAN,F
CHARMINE,F
CHARMION,F
CHARO,F
CHARYL,F
CHASTITY,F
CHELSAE,F
CHELSEA,F
CHELSEY,F
CHELSIE,F
CHELSY,F
CHER,F
CHERE,F
CHEREY,F
CHERI,F
CHERIANNE,F
CHERICE,F
CHERIDA,F
CHERIE,F
CHERILYN,F
CHERILYNN,F
CHERIN,F
CHERISE,F
CHERISH,F
CHERLYN,F
CHERRI,F
CHERRITA,F
CHERRY,F
CHERY,F
CHERYE,F
CHERYL,F
CHESLIE,F
CHIARRA,F
CHICKIE,F
CHICKY,F
CHIQUITA,F
CHLOE,F
CHLOETTE,F
CHLORIS,F
CHRIS,F
CHRISS,F
CHRISSA,F
CHRISSIE,F
CHRISSY,F
CHRISTA,F
CHRISTABEL,F
CHRISTABELLA,F
CHRISTABELLE,F
CHRISTAL,F
CHRISTALLE,F
CHRISTAN,F
CHRISTEAN,F
CHRISTEL,F
CHRISTEN,F
CHRISTI,F
CHRISTIAN,F
CHRISTIANA,F
CHRISTIANE,F
CHRISTIE,F
CHRISTIN,F
CHRISTINA,F
CHRISTINE,F
CHRISTY,F
CHRISTYNA,F
CHRYSA,F
CHRYSLER,F
CHRYSTAL,F
CHRYSTE,F
CHRYSTEL,F
CIARA,F
CICELY,F
CICILY,F
CIEL,F
CILKA,F
CINDA,F
CINDEE,F
CINDELYN,F
CINDERELLA,F
CINDI,F
CINDIE,F
CINDRA,F
CINDY,F
CINNAMON,F
CISSIE,F
CISSY,F
CLAIR,F
CLAIRE,F
CLARA,F
CLARABELLE,F
CLARE,F
CLARESTA,F
CLARETA,F
CLARETTA,F
CLARETTE,F
CLAREY,F
CLARI,F
CLARIBEL,F
CLARICE,F
CLARIE,F
CLARINDA,F
CLARINE,F
CLARISA,F
CLARISSA,F
CLARISSE,F
CLARITA,F
CLARY,F
CLAUDE,F
CLAUDELLE,F
CLAUDETTA,F
CLAUDETTE,F
CLAUDIA,F
CLAUDIE,F
CLAUDINA,F
CLAUDINE,F
CLEA,F
CLEM,F
CLEMENCE,F
CLEMENTIA,F
CLEMENTINA,F
CLEMENTINE,F
CLEMMIE,F
CLEMMY,F
CLEO,F
CLEOPATRA,F
CLERISSA,F
CLEVA,F
CLIO,F
CLO,F
CLOE,F
CLORIS,F
CLOTILDA,F
CLOVIS,F
CODEE,F
CODI,F
CODIE,F
CODY,F
COLEEN,F
COLENE,F
COLETTA,F
COLETTE,F
COLLEEN,F
COLLETE,F
COLLETTE,F
COLLIE,F
COLLINE,F
COLLY,F
CON,F
CONCETTINA,F
CONCHITA,F
CONCORDIA,F
CONNEY,F
CONNI,F
CONNIE,F
CONNY,F
CONSOLATA,F
CONSTANCE,F
CONSTANCIA,F
CONSTANCY,F
CONSTANTA,F
CONSTANTIA,F
CONSTANTINA,F
CONSTANTINE,F
CONSUELA,F
CONSUELO,F
COOKIE,F
CORA,F
CORABEL,F
CORABELLA,F
CORABELLE,F
CORAL,F
CORALIE,F
CORALINE,F
CORALYN,F
CORDELIA,F
CORDELIE,F
CORDEY,F
CORDIE,F
CORDULA,F
CORDY,F
COREEN,F
CORELLA,F
CORENA,F
CORENDA,F
CORENE,F
CORETTA,F
CORETTE,F
COREY,F
CORI,F
CORIE,F
CORILLA,F
CORINA,F
CORINE,F
CORINNA,F
CORINNE,F
CORISS,F
CORISSA,F
CORLISS,F
CORLY,F
CORNELA,F
CORNELIA,F
CORNELLE,F
CORNIE,F
CORNY,F
CORRENA,F
CORREY,F
CORRI,F
CORRIANNE,F
CORRIE,F
CORRINA,F
CORRINE,F
CORRINNE,F
CORRY,F
CORTNEY,F
CORY,F
COSETTA,F
COSETTE,F
COURTENAY,F
COURTNEY,F
CRESA,F
CRIS,F
CRISSIE,F
CRISSY,F
CRISTA,F
CRISTABEL,F
CRISTAL,F
CRISTEN,F
CRISTI,F
CRISTIE,F
CRISTIN,F
CRISTINA,F
CRISTINE,F
CRISTIONNA,F
CRISTY,F
CRYSTA,F
CRYSTAL,F
CRYSTIE,F
CYB,F
CYBAL,F
CYBEL,F
CYBELLE,F
CYBIL,F
CYBILL,F
CYNDI,F
CYNDY,F
CYNTHEA,F
CYNTHIA,F
CYNTHIE,F
CYNTHY,F
DACEY,F
DACIA,F
DACIE,F
DACY,F
DAEL,F
DAFFI,F
DAFFIE,F
DAFFY,F
DAFNA,F
DAGMAR,F
DAHLIA,F
DAILE,F
DAISEY,F
DAISI,F
DAISIE,F
DAISY,F
DALE,F
DALENNA,F
DALIA,F
DALILA,F
DALLAS,F
DALORIS,F
DAMARA,F
DAMARIS,F
DAMITA,F
DANA,F
DANELL,F
DANELLA,F
DANELLE,F
DANETTE,F
DANI,F
DANIA,F
DANICA,F
DANICE,F
DANIEL,F
DANIELA,F
DANIELE,F
DANIELLA,F
DANIELLE,F
DANIKA,F
DANILA,F
DANIT,F
DANITA,F
DANNA,F
DANNI,F
DANNIE,F
DANNY,F
DANNYE,F
DANYA,F
DANYELLE,F
DANYETTE,F
DAPHENE,F
DAPHNA,F
DAPHNE,F
DARA,F
DARB,F
DARBIE,F
DARBY,F
DARCEE,F
DARCEY,F
DARCI,F
DARCIE,F
DARCY,F
DARDA,F
DAREEN,F
DARELL,F
DARELLE,F
DARI,F
DARIA,F
DARICE,F
DARLA,F
DARLEEN,F
DARLENE,F
DARLINE,F
DARRYL,F
DARSEY,F
DARSIE,F
DARYA,F
DARYL,F
DARYN,F
DASHA,F
DASI,F
DASIE,F
DASYA,F
DATHA,F
DAUNE,F
DAVEEN,F
DAVETA,F
DAVIDA,F
DAVINA,F
DAVINE,F
DAVITA,F
DAWN,F
DAWNA,F
DAYLE,F
DAYNA,F
DEA,F
DEANA,F
DEANE,F
DEANNA,F
DEANNE,F
DEB,F
DEBBI,F
DEBBIE,F
DEBBRA,F
DEBBY,F
DEBEE,F
DEBERA,F
DEBI,F
DEBOR,F
DEBORA,F
DEBORAH,F
DEBRA,F
DEDE,F
DEDIE,F
DEDRA,F
DEE,F
DEE DEE,F
DEEANN,F
DEEANNE,F
DEEDEE,F
DEENA,F
DEERDRE,F
DEHLIA,F
DEIDRE,F
DEINA,F
DEIRDRE,F
DEL,F
DELA,F
DELANEY,F
DELCINA,F
DELCINE,F
DELIA,F
DELILA,F
DELILAH,F
DELINDA,F
DELL,F
DELLA,F
DELLY,F
DELORA,F
DELORES,F
DELORIA,F
DELORIS,F
DELPHINA,F
DELPHINE,F
DELPHINIA,F
DEMETER,F
DEMETRA,F
DEMETRIA,F
DEMETRIS,F
DENA,F
DENI,F
DENICE,F
DENISE,F
DENNA,F
DENNI,F
DENNIE,F
DENNY,F
DENY,F
DENYS,F
DENYSE,F
DEONNE,F
DESAREE,F
DESDEMONA,F
DESIRAE,F
DESIREE,F
DESIRI,F
DEVA,F
DEVAN,F
DEVI,F
DEVIN,F
DEVINA,F
DEVINNE,F
DEVON,F
DEVONDRA,F
DEVONNA,F
DEVONNE,F
DEVORA,F
DEW,F
DI,F
DIAHANN,F
DIAMOND,F
DIAN,F
DIANA,F
DIANDRA,F
DIANE,F
DIANE-MARIE,F
DIANEMARIE,F
DIANN,F
DIANNA,F
DIANNE,F
DIANNNE,F
DIDI,F
DIDO,F
DIENA,F
DIERDRE,F
DINA,F
DINAH,F
DINNIE,F
DINNY,F
DION,F
DIONE,F
DIONIS,F
DIONNE,F
DITA,F
DIX,F
DIXIE,F
DODE,F
DODI,F
DODIE,F
DODY,F
DOE,F
DOLL,F
DOLLEY,F
DOLLI,F
DOLLIE,F
DOLLY,F
DOLORA,F
DOLORES,F
DOLORITA,F
DOLORITAS,F
DOMINICA,F
DOMINIQUE,F
DONA,F
DONELLA,F
DONELLE,F
DONETTA,F
DONIA,F
DONICA,F
DONIELLE,F
DONNA,F
DONNAJEAN,F
DONNAMARIE,F
DONNI,F
DONNIE,F
DONNY,F
DORA,F
DORALIA,F
DORALIN,F
DORALYN,F
DORALYNN,F
DORALYNNE,F
DORCAS,F
DORE,F
DOREEN,F
DORELIA,F
DORELLA,F
DORELLE,F
DORENA,F
DORENE,F
DORETTA,F
DORETTE,F
DOREY,F
DORI,F
DORIA,F
DORIAN,F
DORICE,F
DORIE,F
DORINE,F
DORIS,F
DORISA,F
DORISE,F
DORIT,F
DORITA,F
DORO,F
DOROLICE,F
DOROLISA,F
DOROTEA,F
DOROTEYA,F
DOROTHEA,F
DOROTHEE,F
DOROTHY,F
DORREE,F
DORRI,F
DORRIE,F
DORRIS,F
DORRY,F
DORTHEA,F
DORTHY,F
DORY,F
DOSI,F
DOT,F
DOTI,F
DOTTI,F
DOTTIE,F
DOTTY,F
DOVE,F
DREA,F
DREW,F
DULCE,F
DULCEA,F
DULCI,F
DULCIA,F
DULCIANA,F
DULCIE,F
DULCINE,F
DULCINEA,F
DULCY,F
DULSEA,F
DUSTY,F
DYAN,F
DYANA,F
DYANE,F
DYANN,F
DYANNA,F
DYANNE,F
DYNA,F
DYNAH,F
E'LANE,F
EADA,F
EADIE,F
EADITH,F
EALASAID,F
EARTHA,F
EASTER,F
EBA,F
EBBA,F
EBONEE,F
EBONY,F
EDA,F
EDDI,F
EDDIE,F
EDDY,F
EDE,F
EDEE,F
EDELINE,F
EDEN,F
EDI,F
EDIE,F
EDIN,F
EDITA,F
EDITH,F
EDITHA,F
EDITHE,F
EDIVA,F
EDNA,F
EDWINA,F
EDY,F
EDYTH,F
EDYTHE,F
EFFIE,F
EILEEN,F
EILIS,F
EIMILE,F
EIRENA,F
EKATERINA,F
ELAINA,F
ELAINE,F
ELANA,F
ELANE,F
ELAYNE,F
ELBERTA,F
ELBERTINA,F
ELBERTINE,F
ELEANOR,F
ELEANORA,F
ELEANORE,F
ELECTRA,F
ELENA,F
ELENE,F
ELENI,F
ELENORE,F
ELEONORA,F
ELEONORE,F
ELFIE,F
ELFREDA,F
ELFRIDA,F
ELFRIEDA,F
ELGA,F
ELIANORA,F
ELIANORE,F
ELICIA,F
ELIE,F
ELINOR,F
ELINORE,F
ELISA,F
ELISABET,F
ELISABETH,F
ELISABETTA,F
ELISE,F
ELISHA,F
ELISSA,F
ELITA,F
ELIZA,F
ELIZABET,F
ELIZABETH,F
ELKA,F
ELKE,F
ELLA,F
ELLADINE,F
ELLE,F
ELLEN,F
ELLENE,F
ELLETTE,F
ELLI,F
ELLIE,F
ELLISSA,F
ELLY,F
ELLYN,F
ELLYNN,F
ELMIRA,F
ELNA,F
ELNORA,F
ELNORE,F
ELOISA,F
ELOISE,F
ELONORE,F
ELORA,F
ELSA,F
ELSBETH,F
ELSE,F
ELSEY,F
ELSI,F
ELSIE,F
ELSINORE,F
ELSPETH,F
ELSY,F
ELVA,F
ELVERA,F
ELVINA,F
ELVIRA,F
ELWINA,F
ELWIRA,F
ELYN,F
ELYSE,F
ELYSEE,F
ELYSHA,F
ELYSIA,F
ELYSSA,F
EM,F
EMA,F
EMALEE,F
EMALIA,F
EMANUELA,F
EMELDA,F
EMELIA,F
EMELINA,F
EMELINE,F
EMELITA,F
EMELYNE,F
EMERA,F
EMILEE,F
EMILI,F
EMILIA,F
EMILIE,F
EMILINE,F
EMILY,F
EMLYN,F
EMLYNN,F
EMLYNNE,F
EMMA,F
EMMALEE,F
EMMALINE,F
EMMALYN,F
EMMALYNN,F
EMMALYNNE,F
EMMELINE,F
EMMEY,F
EMMI,F
EMMIE,F
EMMY,F
EMMYE,F
EMOGENE,F
EMYLE,F
EMYLEE,F
ENDORA,F
ENGRACIA,F
ENID,F
ENRICA,F
ENRICHETTA,F
ENRIKA,F
ENRIQUETA,F
ENYA,F
EOLANDA,F
EOLANDE,F
ERAN,F
ERDA,F
ERENA,F
ERICA,F
ERICHA,F
ERICKA,F
ERIKA,F
ERIN,F
ERINA,F
ERINN,F
ERINNA,F
ERMA,F
ERMENGARDE,F
ERMENTRUDE,F
ERMINA,F
ERMINIA,F
ERMINIE,F
ERNA,F
ERNALINE,F
ERNESTA,F
ERNESTINE,F
ERTHA,F
ERYN,F
ESMA,F
ESMARIA,F
ESME,F
ESMERALDA,F
ESMERELDA,F
ESSA,F
ESSIE,F
ESSY,F
ESTA,F
ESTEL,F
ESTELE,F
ESTELL,F
ESTELLA,F
ESTELLE,F
ESTER,F
ESTHER,F
ESTRELLA,F
ESTRELLITA,F
ETHEL,F
ETHELDA,F
ETHELIN,F
ETHELIND,F
ETHELINE,F
ETHELYN,F
ETHYL,F
ETTA,F
ETTI,F
ETTIE,F
ETTY,F
EUDORA,F
EUGENIA,F
EUGENIE,F
EUGINE,F
EULA,F
EULALIE,F
EUNICE,F
EUPHEMIA,F
EUSTACIA,F
EVA,F
EVALEEN,F
EVANGELIA,F
EVANGELIN,F
EVANGELINA,F
EVANGELINE,F
EVANIA,F
EVANNE,F
EVE,F
EVELEEN,F
EVELINA,F
EVELINE,F
EVELYN,F
EVETTE,F
EVEY,F
EVIE,F
EVITA,F
EVONNE,F
EVVIE,F
EVVY,F
EVY,F
EYDE,F
EYDIE,F
FABRIANNE,F
FABRICE,F
FAE,F
FAINA,F
FAITH,F
FALLON,F
FAN,F
FANCHETTE,F
FANCHON,F
FANCIE,F
FANCY,F
FANECHKA,F
FANIA,F
FANNI,F
FANNIE,F
FANNY,F
FANYA,F
FARA,F
FARAH,F
FARAND,F
FARICA,F
FARRA,F
FARRAH,F
FARRAND,F
FATIMA,F
FAUN,F
FAUNIE,F
FAUSTINA,F
FAUSTINE,F
FAWN,F
FAWNA,F
FAWNE,F
FAWNIA,F
FAY,F
FAYDRA,F
FAYE,F
FAYETTE,F
FAYINA,F
FAYRE,F
FAYTH,F
FAYTHE,F
FEDERICA,F
FEDORA,F
FELECIA,F
FELICDAD,F
FELICE,F
FELICIA,F
FELICITY,F
FELICLE,F
FELIPA,F
FELISHA,F
FELITA,F
FELIZA,F
FENELIA,F
FEODORA,F
FERDINANDA,F
FERDINANDE,F
FERN,F
FERNANDA,F
FERNANDE,F
FERNANDINA,F
FERNE,F
FEY,F
FIANN,F
FIANNA,F
FIDELA,F
FIDELIA,F
FIDELITY,F
FIFI,F
FIFINE,F
FILIA,F
FILIDE,F
FILIPPA,F
FINA,F
FIONA,F
FIONNA,F
FIONNULA,F
FIORENZE,F
FLEUR,F
FLEURETTE,F
FLO,F
FLOR,F
FLORA,F
FLORANCE,F
FLORE,F
FLORELLA,F
FLORENCE,F
FLORENCIA,F
FLORENTIA,F
FLORENZA,F
FLORETTE,F
FLORI,F
FLORIA,F
FLORICE,F
FLORIDA,F
FLORIE,F
FLORINA,F
FLORINDA,F
FLORIS,F
FLORRI,F
FLORRIE,F
FLORRY,F
FLORY,F
FLOSSI,F
FLOSSIE,F
FLOSSY,F
FLOWER,F
FORTUNA,F
FORTUNE,F
FRAN,F
FRANCE,F
FRANCENE,F
FRANCES,F
